description,inputGenes_unique,preferredNames_unique
Physical disorder,"9606.ENSP00000029410, 9606.ENSP00000173229, 9606.ENSP00000215882, 9606.ENSP00000217260, 9606.ENSP00000229270, 9606.ENSP00000239243, 9606.ENSP00000240306, 9606.ENSP00000250092, 9606.ENSP00000251413, 9606.ENSP00000251595, 9606.ENSP00000252744, 9606.ENSP00000257287, 9606.ENSP00000259469, 9606.ENSP00000260653, 9606.ENSP00000260731, 9606.ENSP00000261366, 9606.ENSP00000261890, 9606.ENSP00000262160, 9606.ENSP00000264012, 9606.ENSP00000264690, 9606.ENSP00000264705, 9606.ENSP00000265709, 9606.ENSP00000265734, 9606.ENSP00000268053, 9606.ENSP00000269097, 9606.ENSP00000269216, 9606.ENSP00000272317, 9606.ENSP00000277120, 9606.ENSP00000280772, 9606.ENSP00000287020, 9606.ENSP00000287239, 9606.ENSP00000291576, 9606.ENSP00000295888, 9606.ENSP00000296043, 9606.ENSP00000296435, 9606.ENSP00000297261, 9606.ENSP00000299155, 9606.ENSP00000300935, 9606.ENSP00000301244, 9606.ENSP00000306099, 9606.ENSP00000308541, 9606.ENSP00000309334, 9606.ENSP00000314879, 9606.ENSP00000318646, 9606.ENSP00000322421, 9606.ENSP00000325146, 9606.ENSP00000325527, 9606.ENSP00000331791, 9606.ENSP00000339787, 9606.ENSP00000340361, 9606.ENSP00000341289, 9606.ENSP00000344432, 9606.ENSP00000345259, 9606.ENSP00000347088, 9606.ENSP00000348849, 9606.ENSP00000349588, 9606.ENSP00000349860, 9606.ENSP00000350719, 9606.ENSP00000351147, 9606.ENSP00000352271, 9606.ENSP00000354468, 9606.ENSP00000354573, 9606.ENSP00000355470, 9606.ENSP00000355559, 9606.ENSP00000356319, 9606.ENSP00000359345, 9606.ENSP00000360141, 9606.ENSP00000360645, 9606.ENSP00000360985, 9606.ENSP00000362410, 9606.ENSP00000362413, 9606.ENSP00000362563, 9606.ENSP00000362734, 9606.ENSP00000365514, 9606.ENSP00000367398, 9606.ENSP00000367545, 9606.ENSP00000367950, 9606.ENSP00000369399, 9606.ENSP00000376306, 9606.ENSP00000376840, 9606.ENSP00000377192, 9606.ENSP00000377265, 9606.ENSP00000379258, 9606.ENSP00000379339, 9606.ENSP00000381148, 9606.ENSP00000381857, 9606.ENSP00000382083, 9606.ENSP00000385000, 9606.ENSP00000386331, 9606.ENSP00000386444, 9606.ENSP00000386717, 9606.ENSP00000388723, 9606.ENSP00000389140, 9606.ENSP00000390436, 9606.ENSP00000392028, 9606.ENSP00000392423, 9606.ENSP00000393312, 9606.ENSP00000413720, 9606.ENSP00000414321, 9606.ENSP00000416293, 9606.ENSP00000424571, 9606.ENSP00000435712, 9606.ENSP00000437659, 9606.ENSP00000442954, 9606.ENSP00000447001, 9606.ENSP00000452120, 9606.ENSP00000463784, 9606.ENSP00000464342, 9606.ENSP00000464813, 9606.ENSP00000466010, 9606.ENSP00000470972, 9606.ENSP00000472469, 9606.ENSP00000476176, 9606.ENSP00000476480, 9606.ENSP00000477437, 9606.ENSP00000478561, 9606.ENSP00000481646, 9606.ENSP00000489262, 9606.ENSP00000490083, 9606.ENSP00000492024, 9606.ENSP00000493728, 9606.ENSP00000493906, 9606.ENSP00000494061, 9606.ENSP00000494175, 9606.ENSP00000494697, 9606.ENSP00000495273, 9606.ENSP00000495672, 9606.ENSP00000496166, 9606.ENSP00000496168, 9606.ENSP00000496250, 9606.ENSP00000497574, 9606.ENSP00000497784, 9606.ENSP00000498019, 9606.ENSP00000498217, 9606.ENSP00000498441, 9606.ENSP00000498577, 9606.ENSP00000499044","ACSL4, ACVR2B, ALDOA, ALOX12B, ALOXE3, ALX4, AMN, ANK1, ANK2, ANK3, APC2, ARFGEF2, ATP6AP2, B3GALNT2, B4GALT7, BCL11A, BPGM, CAD, CAMP, CD68, CDH3, CDK6, CDKN1C, CEP135, CHD7, CIT, CNST, COL12A1, COL25A1, CRB2, CTDSP2, CYB5R3, CYP11A1, CYP1B1, DCAF4, DCC, DLX4, DOK7, EPB41, F2, FBN1, FBN2, FGA, FGB, FGFR1, FOXC1, G6PC3, G6PD, GATA4, GATA6, GCLC, GDF6, GFPT1, GLI2, GLI3, GNAS, GRB10, HBA1, HBA2, HBB, ITGA7, KAT6B, KBTBD13, KCNJ6, KIF11, KIF14, KIF2A, KLKB1, LARGE1, LMNB1, MACF1, MAFB, MAN1B1, MROH6, MSX2, MUC2, MYO7A, NPHP4, NT5C3A, NTN1, NTRK2, PAX6, PGK1, PHC1, PWP2, RAB11A, RAB8A, RELN, RPL11, RPL15, RPL18, RPL26, RPL27, RPL31, RPL35, RPL35A, RPL36, RPL5, RPL9, RPS10, RPS15, RPS15A, RPS17, RPS19, RPS24, RPS26, RPS27, RPS27A, RPS28, RPS29, RPS7, RSPO4, RYR3, SAG, SHH, SHROOM1, SHROOM3, SIX3, SLC25A1, SLC2A1, SLC37A4, SLC4A11, SMAD2, SPINT2, SYNE2, TBX1, TFAP2B, TP73, TPI1, TPM3, TUBB4B, TUBG1, WDFY3, XRCC2, ZBTB43, ZIC2, ZSWIM6"
Primary cutaneous amyloidosis,"9606.ENSP00000167586, 9606.ENSP00000245907, 9606.ENSP00000252242, 9606.ENSP00000252486, 9606.ENSP00000263408, 9606.ENSP00000274276, 9606.ENSP00000362924, 9606.ENSP00000371420, 9606.ENSP00000381448, 9606.ENSP00000416066, 9606.ENSP00000458162, 9606.ENSP00000494750","ACTB, ACTG1, APOE, C3, C9, CST3, GPNMB, GSN, KRT14, KRT5, OSMR, SERPINA1"
Primary immunodeficiency disease,"9606.ENSP00000205948, 9606.ENSP00000215754, 9606.ENSP00000217289, 9606.ENSP00000219596, 9606.ENSP00000224337, 9606.ENSP00000225275, 9606.ENSP00000228606, 9606.ENSP00000231449, 9606.ENSP00000245907, 9606.ENSP00000249071, 9606.ENSP00000252804, 9606.ENSP00000254436, 9606.ENSP00000255476, 9606.ENSP00000259089, 9606.ENSP00000259206, 9606.ENSP00000261623, 9606.ENSP00000261652, 9606.ENSP00000262345, 9606.ENSP00000263341, 9606.ENSP00000263408, 9606.ENSP00000264690, 9606.ENSP00000271450, 9606.ENSP00000279227, 9606.ENSP00000281834, 9606.ENSP00000285379, 9606.ENSP00000300692, 9606.ENSP00000302079, 9606.ENSP00000306157, 9606.ENSP00000307959, 9606.ENSP00000308541, 9606.ENSP00000320509, 9606.ENSP00000322421, 9606.ENSP00000324532, 9606.ENSP00000324890, 9606.ENSP00000330959, 9606.ENSP00000331614, 9606.ENSP00000331791, 9606.ENSP00000338413, 9606.ENSP00000339398, 9606.ENSP00000344786, 9606.ENSP00000347197, 9606.ENSP00000348472, 9606.ENSP00000348888, 9606.ENSP00000349252, 9606.ENSP00000349629, 9606.ENSP00000352798, 9606.ENSP00000353099, 9606.ENSP00000353408, 9606.ENSP00000354532, 9606.ENSP00000355893, 9606.ENSP00000356505, 9606.ENSP00000356713, 9606.ENSP00000356946, 9606.ENSP00000358092, 9606.ENSP00000358501, 9606.ENSP00000364114, 9606.ENSP00000364163, 9606.ENSP00000365380, 9606.ENSP00000365402, 9606.ENSP00000366091, 9606.ENSP00000366307, 9606.ENSP00000367851, 9606.ENSP00000368632, 9606.ENSP00000369129, 9606.ENSP00000370034, 9606.ENSP00000371067, 9606.ENSP00000371425, 9606.ENSP00000375653, 9606.ENSP00000376708, 9606.ENSP00000378131, 9606.ENSP00000378786, 9606.ENSP00000379140, 9606.ENSP00000386380, 9606.ENSP00000386444, 9606.ENSP00000386559, 9606.ENSP00000386884, 9606.ENSP00000387209, 9606.ENSP00000389631, 9606.ENSP00000393566, 9606.ENSP00000398890, 9606.ENSP00000399168, 9606.ENSP00000403495, 9606.ENSP00000408146, 9606.ENSP00000412237, 9606.ENSP00000415941, 9606.ENSP00000433277, 9606.ENSP00000438804, 9606.ENSP00000441235, 9606.ENSP00000442046, 9606.ENSP00000454623, 9606.ENSP00000478255, 9606.ENSP00000481570, 9606.ENSP00000482169, 9606.ENSP00000482457, 9606.ENSP00000485010, 9606.ENSP00000493985","ABCB1, APOH, ARPC1B, BANK1, BLK, BLNK, C3, C3AR1, C4B, C5AR1, C9, CA2, CD28, CD3D, CD58, CD8A, CEP19, CFI, CIITA, COL18A1, CXCL12, CXCR4, CYBA, CYBB, CYP27B1, DSP, DST, F2, FCGR2A, FCGR3A, FERMT1, FERMT3, FOXP3, GATA3, HBA1, HLA-B, HLA-C, HLA-DMB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DRA, HLA-DRB1, HLA-DRB5, HNF1A, IFNGR1, IFNGR2, IKZF1, IL10, IL12RB2, IL1B, IL1R1, IL1R2, IL1RN, IL4, IL7R, ITGAL, ITGAX, JAK2, KLKB1, KNG1, LAMA3, LRBA, LTA, MEFV, MIF, MOG, MPO, MS4A1, MSN, NCF2, NEFL, NFASC, NLRP12, NOTCH4, PIGR, PLCG2, PNP, PRDM1, PXDN, PXK, RAC2, RFXAP, SAG, SLC30A10, TBX1, THBD, TLR7, TMTC1, TNFAIP3, TNFRSF13B, TNFSF4, TRIM21, TSHR, UBA1, VWA2"
Prion disease,"9606.ENSP00000245907, 9606.ENSP00000252486, 9606.ENSP00000264335, 9606.ENSP00000284981, 9606.ENSP00000313967, 9606.ENSP00000363770, 9606.ENSP00000379287, 9606.ENSP00000500990","APOE, APP, C1QB, C1QC, C3, SNCA, YWHAE, YWHAZ"
Purpura,"9606.ENSP00000308541, 9606.ENSP00000366307","F2, THBD"
Rapidly progressive glomerulonephritis,"9606.ENSP00000225275, 9606.ENSP00000352798","COL18A1, MPO"
Renal fibrosis,"9606.ENSP00000221930, 9606.ENSP00000346839","FN1, TGFB1"
Respiratory system disease,"9606.ENSP00000216492, 9606.ENSP00000221930, 9606.ENSP00000231449, 9606.ENSP00000255409, 9606.ENSP00000256078, 9606.ENSP00000261623, 9606.ENSP00000262187, 9606.ENSP00000263341, 9606.ENSP00000275493, 9606.ENSP00000280481, 9606.ENSP00000287842, 9606.ENSP00000302324, 9606.ENSP00000302569, 9606.ENSP00000307508, 9606.ENSP00000308541, 9606.ENSP00000317272, 9606.ENSP00000336752, 9606.ENSP00000340820, 9606.ENSP00000348912, 9606.ENSP00000351807, 9606.ENSP00000352798, 9606.ENSP00000353720, 9606.ENSP00000356505, 9606.ENSP00000366525, 9606.ENSP00000367851, 9606.ENSP00000368632, 9606.ENSP00000369129, 9606.ENSP00000370034, 9606.ENSP00000371483, 9606.ENSP00000384053, 9606.ENSP00000386559, 9606.ENSP00000393566, 9606.ENSP00000399168, 9606.ENSP00000407422, 9606.ENSP00000412237, 9606.ENSP00000416066, 9606.ENSP00000480132, 9606.ENSP00000484715, 9606.ENSP00000494175, 9606.ENSP00000496168, 9606.ENSP00000498251","ADAM33, BCL11A, CALB2, CD8A, CES1, CHGA, CHI3L1, CLEC7A, COL18A1, CSF2RB, CYBA, CYBB, DSP, EGFR, ELN, F2, FIP1L1, FREM2, FTL, GATA3, HBB, HLA-B, HLA-DPA1, IL10, IL1B, IL4, KRAS, MAPT, MET, MTUS2, MUC7, NCAM1, NCF2, NRG1, RHEB, RNASE3, SERPINA1, SLC34A2, SRCIN1, TGFB1, TLR7"
Rheumatic disease,"9606.ENSP00000320509, 9606.ENSP00000339398, 9606.ENSP00000481570","BANK1, HLA-DQA1, TNFAIP3"
Secondary hyperparathyroidism,"9606.ENSP00000228606, 9606.ENSP00000420194","CASR, CYP27B1"
Silicosis,"9606.ENSP00000221930, 9606.ENSP00000263341","IL1B, TGFB1"
Skin disease,"9606.ENSP00000167586, 9606.ENSP00000215754, 9606.ENSP00000217131, 9606.ENSP00000217289, 9606.ENSP00000219281, 9606.ENSP00000219596, 9606.ENSP00000225275, 9606.ENSP00000228606, 9606.ENSP00000228918, 9606.ENSP00000231449, 9606.ENSP00000233146, 9606.ENSP00000245907, 9606.ENSP00000246662, 9606.ENSP00000247153, 9606.ENSP00000249373, 9606.ENSP00000250092, 9606.ENSP00000252242, 9606.ENSP00000252252, 9606.ENSP00000252486, 9606.ENSP00000253413, 9606.ENSP00000254436, 9606.ENSP00000255006, 9606.ENSP00000255380, 9606.ENSP00000256078, 9606.ENSP00000258411, 9606.ENSP00000259206, 9606.ENSP00000260408, 9606.ENSP00000261590, 9606.ENSP00000261623, 9606.ENSP00000263341, 9606.ENSP00000263408, 9606.ENSP00000264474, 9606.ENSP00000264690, 9606.ENSP00000265165, 9606.ENSP00000265843, 9606.ENSP00000274276, 9606.ENSP00000275493, 9606.ENSP00000278616, 9606.ENSP00000278742, 9606.ENSP00000279227, 9606.ENSP00000280904, 9606.ENSP00000287239, 9606.ENSP00000291442, 9606.ENSP00000296435, 9606.ENSP00000297261, 9606.ENSP00000300249, 9606.ENSP00000301305, 9606.ENSP00000301653, 9606.ENSP00000301945, 9606.ENSP00000307959, 9606.ENSP00000309572, 9606.ENSP00000310861, 9606.ENSP00000311469, 9606.ENSP00000312082, 9606.ENSP00000314879, 9606.ENSP00000315190, 9606.ENSP00000324532, 9606.ENSP00000325527, 9606.ENSP00000329243, 9606.ENSP00000339001, 9606.ENSP00000339398, 9606.ENSP00000339824, 9606.ENSP00000345001, 9606.ENSP00000350425, 9606.ENSP00000351273, 9606.ENSP00000351807, 9606.ENSP00000352798, 9606.ENSP00000353099, 9606.ENSP00000353292, 9606.ENSP00000354826, 9606.ENSP00000356505, 9606.ENSP00000357097, 9606.ENSP00000357753, 9606.ENSP00000362924, 9606.ENSP00000364114, 9606.ENSP00000364163, 9606.ENSP00000365402, 9606.ENSP00000366416, 9606.ENSP00000367851, 9606.ENSP00000368572, 9606.ENSP00000369129, 9606.ENSP00000369286, 9606.ENSP00000369317, 9606.ENSP00000370034, 9606.ENSP00000370744, 9606.ENSP00000371420, 9606.ENSP00000376637, 9606.ENSP00000377192, 9606.ENSP00000377546, 9606.ENSP00000378786, 9606.ENSP00000381448, 9606.ENSP00000386559, 9606.ENSP00000393566, 9606.ENSP00000398890, 9606.ENSP00000399168, 9606.ENSP00000403495, 9606.ENSP00000408146, 9606.ENSP00000412237, 9606.ENSP00000416066, 9606.ENSP00000424846, 9606.ENSP00000428137, 9606.ENSP00000436423, 9606.ENSP00000441235, 9606.ENSP00000458162, 9606.ENSP00000465630, 9606.ENSP00000468002, 9606.ENSP00000468411, 9606.ENSP00000473686, 9606.ENSP00000480484, 9606.ENSP00000481570, 9606.ENSP00000482313, 9606.ENSP00000490083, 9606.ENSP00000493985, 9606.ENSP00000494750, 9606.ENSP00000497784, 9606.ENSP00000498358","ACTB, ACTG1, ADAM10, ALOX12B, ALOXE3, ANTXR1, APOA4, APOE, ATM, ATP6AP2, ATP6V1E1, C3, C9, CALD1, CAMP, CASP8, CD68, CD8A, CFP, CHRM3, COL18A1, CRTC1, CST3, CSTA, CTSZ, CYBA, CYBB, CYP27B1, DSC2, DSG2, DSP, DST, EDNRB, EGFR, ELN, EVPL, EXPH5, FBN1, FCER1A, FECH, FERMT1, FERMT3, FGFR3, G6PD, GNLY, GPNMB, GSN, GSTM1, HLA-B, HLA-C, HLA-DMB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DRA, HLA-DRB1, HLA-DRB5, IGF1, IL10, IL1B, IL1RN, IL4, ITGA3, ITPR2, IVL, KANK2, KAT6B, KLKB1, KNG1, KRAS, KRT14, KRT15, KRT16, KRT2, KRT5, KRT6A, KRT6B, KRT7, KRT9, LAMA3, LEF1, LTA, LTBR, LY86, MAPRE2, MEFV, MIF, MPO, MSH2, MTRNR2L6, NCF2, NOTCH4, NR2F6, OSMR, PSENEN, RECQL4, RIN2, SAT1, SCNN1A, SERPINA1, SH3BP2, SHH, SLC39A4, SLC45A4, SMO, ST14, TCHH, TERT, TLR7, TLR8, TNFAIP3, TRIM21, TSHR, TUBB, USB1, WNT10A"
Stomach cancer,"9606.ENSP00000252242, 9606.ENSP00000275493, 9606.ENSP00000357721, 9606.ENSP00000358001, 9606.ENSP00000380070","EGFR, GAPDH, KRT5, S100A8, TACC2"
Thrombophilia,"9606.ENSP00000308541, 9606.ENSP00000366307, 9606.ENSP00000377783","F2, PROS1, THBD"
Toxic encephalopathy,"9606.ENSP00000263341, 9606.ENSP00000284981, 9606.ENSP00000365227, 9606.ENSP00000414303, 9606.ENSP00000500990","AIF1, APP, BDNF, IL1B, SNCA"
Type 2 diabetes mellitus,"9606.ENSP00000252486, 9606.ENSP00000263341, 9606.ENSP00000376637","APOE, IGF1, IL1B"
Ureteral obstruction,"9606.ENSP00000221930, 9606.ENSP00000346839","FN1, TGFB1"
Urinary system disease,"9606.ENSP00000221930, 9606.ENSP00000225275, 9606.ENSP00000226760, 9606.ENSP00000228606, 9606.ENSP00000245907, 9606.ENSP00000249356, 9606.ENSP00000250092, 9606.ENSP00000259206, 9606.ENSP00000262160, 9606.ENSP00000262367, 9606.ENSP00000263734, 9606.ENSP00000268164, 9606.ENSP00000272233, 9606.ENSP00000278616, 9606.ENSP00000280481, 9606.ENSP00000284240, 9606.ENSP00000285379, 9606.ENSP00000290167, 9606.ENSP00000297837, 9606.ENSP00000302324, 9606.ENSP00000302620, 9606.ENSP00000306015, 9606.ENSP00000306625, 9606.ENSP00000308541, 9606.ENSP00000317272, 9606.ENSP00000317674, 9606.ENSP00000325296, 9606.ENSP00000328269, 9606.ENSP00000329243, 9606.ENSP00000339398, 9606.ENSP00000339824, 9606.ENSP00000340913, 9606.ENSP00000343505, 9606.ENSP00000346839, 9606.ENSP00000347088, 9606.ENSP00000348278, 9606.ENSP00000350425, 9606.ENSP00000350815, 9606.ENSP00000352798, 9606.ENSP00000353030, 9606.ENSP00000353099, 9606.ENSP00000356030, 9606.ENSP00000359319, 9606.ENSP00000360431, 9606.ENSP00000361264, 9606.ENSP00000362108, 9606.ENSP00000365012, 9606.ENSP00000365256, 9606.ENSP00000366307, 9606.ENSP00000367123, 9606.ENSP00000367715, 9606.ENSP00000371638, 9606.ENSP00000376178, 9606.ENSP00000378131, 9606.ENSP00000381448, 9606.ENSP00000383931, 9606.ENSP00000384849, 9606.ENSP00000386559, 9606.ENSP00000389998, 9606.ENSP00000393566, 9606.ENSP00000415941, 9606.ENSP00000418525, 9606.ENSP00000420194, 9606.ENSP00000454623, 9606.ENSP00000455426, 9606.ENSP00000480291, 9606.ENSP00000497910","AGXT, ANKS6, APOA4, APOL1, ASPSCR1, ATM, B2M, C3, C4B, CA2, CASR, CD55, CD68, CD8A, CDKN1A, CFI, CLCN5, COL18A1, CREBBP, CST3, CYP27B1, DCDC2, DNAJB9, EPAS1, F2, FGFR3, FN1, FREM2, GP5, HCK, HLA-DPA1, HLA-DQA1, HLA-DRB1, HMG20B, HNF1B, IL1RN, ITGAX, KRT7, LARGE1, LCN2, MET, MME, MPO, NR3C2, PAX2, PKD2L1, PLCE1, PTPRF, RAPGEF1, RHOB, RNASE3, SLC3A2, SMAD2, SMARCA2, ST8SIA2, STK39, STX2, SYNPO2, TGFB1, THBD, THY1, TMEM67, TNFSF13, TRPC6, WFS1, WNT4, ZNF423"
Uterine disease,"9606.ENSP00000215727, 9606.ENSP00000215909, 9606.ENSP00000233146, 9606.ENSP00000250092, 9606.ENSP00000263341, 9606.ENSP00000264335, 9606.ENSP00000278616, 9606.ENSP00000283928, 9606.ENSP00000290167, 9606.ENSP00000307508, 9606.ENSP00000309572, 9606.ENSP00000312631, 9606.ENSP00000399168, 9606.ENSP00000405330, 9606.ENSP00000406861, 9606.ENSP00000413720, 9606.ENSP00000418525","ATM, CALB2, CD68, CDKN1C, ESR1, HLA-B, IL1B, INSM1, JAZF1, LGALS1, MME, MSH2, MUC6, SERPIND1, TERT, WNT4, YWHAE"
Vaginitis,"9606.ENSP00000263341, 9606.ENSP00000405330","ESR1, IL1B"
Vascular dementia,"9606.ENSP00000252486, 9606.ENSP00000284981","APOE, APP"
Vascular disease,"9606.ENSP00000205948, 9606.ENSP00000216117, 9606.ENSP00000221930, 9606.ENSP00000225275, 9606.ENSP00000233242, 9606.ENSP00000252486, 9606.ENSP00000252506, 9606.ENSP00000257118, 9606.ENSP00000259371, 9606.ENSP00000262262, 9606.ENSP00000262345, 9606.ENSP00000263317, 9606.ENSP00000263341, 9606.ENSP00000265970, 9606.ENSP00000274376, 9606.ENSP00000278616, 9606.ENSP00000296029, 9606.ENSP00000303208, 9606.ENSP00000304408, 9606.ENSP00000306625, 9606.ENSP00000308541, 9606.ENSP00000325527, 9606.ENSP00000331736, 9606.ENSP00000338785, 9606.ENSP00000347046, 9606.ENSP00000350815, 9606.ENSP00000351807, 9606.ENSP00000353099, 9606.ENSP00000353452, 9606.ENSP00000353654, 9606.ENSP00000354826, 9606.ENSP00000361405, 9606.ENSP00000363458, 9606.ENSP00000363973, 9606.ENSP00000365227, 9606.ENSP00000365402, 9606.ENSP00000366307, 9606.ENSP00000370588, 9606.ENSP00000371067, 9606.ENSP00000373574, 9606.ENSP00000376506, 9606.ENSP00000378792, 9606.ENSP00000379140, 9606.ENSP00000381185, 9606.ENSP00000392043, 9606.ENSP00000397566, 9606.ENSP00000398832, 9606.ENSP00000399168, 9606.ENSP00000412237, 9606.ENSP00000414303, 9606.ENSP00000416293, 9606.ENSP00000424571, 9606.ENSP00000457421, 9606.ENSP00000463653","ACVRL1, AGTR1, AIF1, ALPL, APOB, APOE, APOH, ASPSCR1, ATM, ATP2B1, BCL2, BDNF, CALD1, CD33, CD99, COL3A1, COL4A2, CXCL12, DAB2IP, ELN, F2, FBN1, FBN2, GADD45G, GTF2IRD1, HLA-B, HLA-C, HLA-DRB1, HMOX1, IL10, IL12RB2, IL1B, JAK2, LDLRAP1, MMP9, MPO, MYLK, NOX4, NR3C2, PCSK9, PDCD10, PDE5A, PECAM1, PF4, PHC2, PIK3C2A, RASA1, RBFOX3, SELE, SLC2A1, STARD13, TGFB1, THBD, ZNF169"
Vitamin K deficiency bleeding,"9606.ENSP00000308541, 9606.ENSP00000377783","F2, PROS1"
WHIM syndrome,"9606.ENSP00000379140, 9606.ENSP00000386884","CXCL12, CXCR4"
non-Hodgkin lymphoma,"9606.ENSP00000167586, 9606.ENSP00000252242, 9606.ENSP00000262262, 9606.ENSP00000263464, 9606.ENSP00000381185, 9606.ENSP00000386559, 9606.ENSP00000386884, 9606.ENSP00000418525, 9606.ENSP00000442788, 9606.ENSP00000480132, 9606.ENSP00000494750, 9606.ENSP00000497910, 9606.ENSP00000498321","ACTB, B2M, BCL2, BIRC3, CD33, CD8A, CXCR4, KRT14, KRT5, MME, MYD88, NCAM1, TET2"
